businessName,inspectionId,license,facilityType,risk,inspectionDate,inspectionType,pastFail,timeSinceLast,licenseStartDate,expirationDate,address,city,state,zipCode,ward,precinct,policeDistrict,licenseDescription,location,ageAtInspection,consumptionOnPremises,tobaccoRetail,limitedLicense,packageGoods,outdoorPatio,placeOfAmusement,tavern,retailFoodEstablishment,catersLiquorLicense,fillingStation,addressCount,wardCount,districtCount,foodType,burglary,sanitation,garbage,rodents,pastResponse
BLACK BEETLE BAR & GRILL,679500,59230,Restaurant,Risk 1 (High),04/04/2012,Canvass,0,0.97260274,16/11/2010,15/11/2012,2532 W CHICAGO AVE,CHICAGO,IL,60622,1,w_1_p_1,12,Retail Food Establishment,"(41.8958135921171, -87.6906839416219)",4.386187215,0,0,0,0,0,0,1,0,0,0,1,1,1,bar,36.94632032,13.63792181,35.48078733,47.388692,0
BLACKBIRD,1184448,51664,Restaurant,Risk 1 (High),11/07/2012,Canvass,0,0.846575342,16/05/2011,15/05/2013,619 W RANDOLPH ST 1 & 2,CHICAGO,IL,60661,42,w_42_p_21,1,Retail Food Establishment,"(41.884320409140116, -87.64360139964732)",5.15890411,1,0,0,0,0,0,0,0,0,0,1,1,1,unknown,4.818476556,2.647816454,0.787976876,8.772941021,0
BLACKBIRD,565485,51664,Restaurant,Risk 1 (High),06/09/2011,Canvass,0,1.131506849,16/05/2011,15/05/2013,619 W RANDOLPH ST 1 & 2,CHICAGO,IL,60661,42,w_42_p_21,1,Retail Food Establishment,"(41.884320409140116, -87.64360139964732)",4.312328767,1,0,0,0,0,0,0,0,0,0,1,1,1,unknown,11.15177823,8.224322065,0.047896508,1.296093258,0
BLACKIE'S,1114812,1491,Restaurant,Risk 1 (High),07/05/2013,Canvass,0,1.109589041,16/10/2012,15/10/2014,755 S CLARK ST,CHICAGO,IL,60605,2,w_2_p_54,1,Retail Food Establishment,"(41.872361365803386, -87.63046720465887)",5.476598174,0,1,0,0,0,0,1,0,0,0,1,1,1,unknown,28.80630496,12.16197287,0.144768781,4.496780495,0
BLACK ROCK PUB,1098355,33509,Other,Risk 1 (High),04/06/2012,Canvass,1,0.01369863,16/12/2010,15/12/2012,3614 N DAMEN AVE,CHICAGO,IL,60618,47,w_47_p_7,19,Retail Food Establishment,"(41.94732166015366, -87.67871173244984)",5.301255708,0,0,0,0,0,0,1,0,0,0,1,1,1,bar,11.33573333,10.21480485,23.18326759,64.39603125,0
BLACK ROCK PUB,1098347,33509,Other,Risk 1 (High),30/05/2012,Canvass,0,1.057534247,16/12/2010,15/12/2012,3614 N DAMEN AVE,CHICAGO,IL,60618,47,w_47_p_7,19,Retail Food Establishment,"(41.94732166015366, -87.67871173244984)",5.287557078,0,0,0,0,0,0,1,0,0,0,1,1,1,bar,7.28239159,10.93997182,51.95454645,67.43281985,0
BLUE BIRD BOWL,659553,1403943,Restaurant,Risk 2 (Medium),02/12/2011,Canvass,0,1.073972603,16/11/2011,15/11/2013,3900 W COLUMBUS AVE,CHICAGO,IL,60652,18,w_18_p_36,8,Retail Food Establishment,"(41.737561016836565, -87.71916759274954)",4.046575342,1,0,0,0,0,1,0,0,0,0,1,1,1,asian,8.184150836,16.03002635,0.058634004,21.63854113,0
BLUE FROG,1138794,15632,Restaurant,Risk 1 (High),29/01/2013,Canvass,0,2,16/05/2011,15/05/2013,676 N LA SALLE DR  1,CHICAGO,IL,60654,42,w_42_p_46,18,Retail Food Establishment,"(41.89469809426977, -87.63282083065877)",5.956164384,1,1,0,0,1,0,0,0,0,0,1,1,1,asian,25.98402938,42.58539434,0.078220422,41.89003339,0
BLUE STAR BISTRO & WINE BAR,1206360,2003381,Restaurant,Risk 1 (High),19/11/2012,Canvass,1,0.517808219,16/11/2012,15/11/2014,1209-1211 N NOBLE ST 1ST,CHICAGO,IL,60642,32,w_32_p_46,14,Retail Food Establishment,"(41.90372547737016, -87.66247406362302)",2.893150685,1,0,0,0,0,0,0,0,0,0,1,1,1,asian,19.39139458,10.57826543,27.82139405,47.67672293,0
BOB-O-RINO'S,1300298,3846,Restaurant,Risk 1 (High),02/11/2012,Canvass,0,0.920547945,16/10/2011,15/10/2013,3435 N CENTRAL AVE,CHICAGO,IL,60634,38,w_38_p_39,16,Retail Food Establishment,"(41.94330396758013, -87.76651979727566)",4.967009132,0,0,0,0,0,0,0,0,0,0,1,1,1,unknown,14.80283842,25.18236388,23.13305968,22.00683297,0
BOCKWINKEL'S,666238,44759,Grocery Store,Risk 1 (High),28/11/2011,Canvass,0,1.183561644,16/09/2010,15/09/2012,155 N HARBOR DR 1ST,CHICAGO,IL,60601,42,w_42_p_6,1,Retail Food Establishment,"(41.884750538499375, -87.61560395647253)",4.035616438,0,1,0,1,0,0,0,0,0,0,1,1,1,unknown,2.962157439,0.765565867,7.47E-18,5.13E-05,0
BOHICA RESTAURANT,1219206,1878456,Restaurant,Risk 1 (High),18/04/2012,Canvass,0,0.531506849,16/01/2012,15/01/2014,5518 S ARCHER AVE  D,CHICAGO,IL,60638,23,w_23_p_34,8,Retail Food Establishment,"(41.79812662454975, -87.74741651396842)",3.810958904,1,0,0,0,1,0,0,0,0,0,1,1,1,dinner,4.818642259,0.164990312,3.14644766,0.414684107,0
BOJONO' S PIZZERIA/ HEALTHY KIDS KITCHEN,1092341,1985665,Restaurant,Risk 1 (High),06/03/2013,Canvass,0,2,16/06/2012,15/06/2014,4185 N CLARENDON AVE 1ST FLOOR,CHICAGO,IL,60613,46,w_46_p_45,19,Retail Food Establishment,"(41.9580694604938, -87.64965541165122)",3.542579909,0,0,0,0,0,0,0,0,0,0,1,1,1,dinner,1.777414372,5.64633822,18.59402451,127.8970266,1
BOMBON CAFE,1324271,2009063,Restaurant,Risk 1 (High),17/01/2013,Canvass,0,1,16/08/2012,15/08/2014,36 S ASHLAND AVE 1,CHICAGO,IL,60607,2,w_2_p_60,12,Retail Food Establishment,"(41.88031877928038, -87.66691310579589)",3.054794521,0,0,0,0,0,0,0,0,0,0,1,1,1,breakfast,4.439575594,23.03625382,11.55229991,2.679201862,0
BON APPETIT MANAGEMENT CO,1292266,1337457,Restaurant,Risk 1 (High),11/01/2013,Canvass,0,1.504109589,16/09/2012,15/09/2014,111 S MICHIGAN AVE  LL,CHICAGO,IL,60603,42,w_42_p_44,1,Retail Food Establishment,"(41.880527821930805, -87.62420946585881)",5.15890411,0,0,0,0,0,0,0,0,0,0,1,1,1,breakfast,8.177422316,7.548746937,0.876233198,23.61344276,0
BON BON SANDWICHES,1146499,1963679,Restaurant,Risk 1 (High),21/08/2013,Canvass,0,1.04109589,16/11/2011,15/11/2013,2333 W NORTH AVE 1ST,CHICAGO,IL,60647,1,w_1_p_32,14,Retail Food Establishment,"(41.91022784325591, -87.68605644458866)",4.298630137,0,0,0,0,0,0,0,0,0,0,1,1,1,breakfast,43.63188344,6.217896962,21.59483994,27.09375681,0
BONIVINO'S INC,1114929,7004,Restaurant,Risk 1 (High),19/07/2013,Canvass,0,2,16/10/2012,15/10/2014,109 - 111 W VAN BUREN ST,CHICAGO,IL,60605,2,w_2_p_49,1,Retail Food Establishment,"(41.87677124480492, -87.63106138390339)",5.676598174,1,0,0,0,0,0,0,0,0,0,1,1,1,unknown,10.74639523,20.63061193,0.001465536,16.36887134,1
BONJOUR BAKERY,1319206,1800739,Other,Risk 1 (High),23/10/2012,Canvass,0,1.150684932,16/06/2012,15/06/2014,1550 E 55TH ST,CHICAGO,IL,60615,4,w_4_p_54,2,Retail Food Establishment,"(41.795297878365226, -87.58788017604982)",5.690296804,0,0,0,0,0,0,0,0,0,0,1,1,1,breakfast,23.05077804,13.51385472,11.52982401,8.328945723,1
BON - TON FAMILY DINING,1154414,2033176,Restaurant,Risk 1 (High),25/06/2012,Canvass,0,0.550684932,16/09/2011,15/09/2013,10914 S MICHIGAN AVE 1 1,CHICAGO,IL,60628,9,w_9_p_34,5,Retail Food Establishment,"(41.69576482414582, -87.62093077350218)",1.715068493,0,0,0,0,0,0,0,0,0,0,1,1,1,dinner,32.493639,51.59444232,26.04020955,10.30469278,1
BOOIL RESTAURANT,659372,1990863,Restaurant,Risk 1 (High),17/11/2011,Canvass,0,1.095890411,16/02/2011,15/02/2013,3346 W BRYN MAWR AVE 1ST,CHICAGO,IL,60659,39,w_39_p_16,17,Retail Food Establishment,"(41.98312305188657, -87.71321223490351)",2.153538813,0,0,0,0,0,0,0,0,0,0,1,1,1,dinner,27.92243294,33.49697103,17.0526689,45.28766538,0
BORIKEN INC.,634474,1898735,Grocery Store,Risk 1 (High),06/09/2011,Canvass,0,2,16/11/2010,15/11/2012,2558 W DIVISION ST 1,CHICAGO,IL,60622,26,w_26_p_56,14,Retail Food Establishment,"(41.903079620625896, -87.69180748072354)",3.183561644,0,1,0,1,0,0,0,0,0,0,1,1,1,unknown,25.30974524,31.41778487,31.29714309,54.54231691,0
BORINQUEN RESTAURANT #2,1229338,2130102,Restaurant,Risk 1 (High),04/06/2012,Canvass,0,0.454794521,22/12/2011,15/01/2014,3020 N CENTRAL AVE 1,CHICAGO,IL,60634,31,w_31_p_,NA,Retail Food Establishment,"(41.93554617695403, -87.76654136162104)",0.451940639,0,0,0,0,0,0,0,0,0,0,1,1,1,dinner,22.03149704,26.1831881,13.04139365,25.53055549,0
BOSTON BLACKIE'S OF RIVERSIDE,1324622,2069246,Restaurant,Risk 1 (High),16/08/2013,Canvass,0,0.849315068,16/02/2013,15/02/2015,120 S RIVERSIDE PLZ 1,CHICAGO,IL,60606,2,w_2_p_12,1,Retail Food Establishment,"(41.8799233059124, -87.63880253891776)",2.501255708,1,0,0,0,1,0,0,0,0,0,1,1,1,unknown,7.804075424,3.668050969,1.28E-05,12.66816831,1
BOSTON MARKET #2520,1322356,86324,Restaurant,Risk 1 (High),07/02/2013,Canvass,0,0.536986301,16/06/2012,15/06/2014,3020 N ASHLAND AVE,CHICAGO,IL,60657,32,w_32_p_40,19,Retail Food Establishment,"(41.9367209159054, -87.66870256330071)",5.485045662,0,0,0,0,0,0,0,0,0,0,1,1,1,grocery,20.76399489,39.79594438,20.51302892,141.4763702,0
"BOURGEOIS PIG ! COFFEE, TEA & SPICES CO.",1092462,39259,Restaurant,Risk 1 (High),14/06/2013,Canvass,0,0.660273973,16/04/2013,15/04/2015,738 W FULLERTON PKWY,CHICAGO,IL,60614,43,w_43_p_6,19,Retail Food Establishment,"(41.92557595368561, -87.64785830762409)",6.084931507,0,0,0,0,0,0,0,0,0,0,1,1,1,breakfast,49.20374249,17.82855745,15.64368124,71.18706884,0
"BOURGEOIS PIG ! COFFEE, TEA & SPICES CO.",1110253,39259,Restaurant,Risk 1 (High),04/10/2012,Canvass,0,1.230136986,16/04/2011,15/04/2013,738 W FULLERTON PKWY,CHICAGO,IL,60614,43,w_43_p_6,19,Retail Food Establishment,"(41.92557595368561, -87.64785830762409)",5.391780822,0,0,0,0,0,0,0,0,0,0,1,1,1,breakfast,55.88504878,18.81383685,15.09767965,84.74469326,0
BOURGEOIS PIG: THE CAFE,1092455,2103725,Restaurant,Risk 1 (High),11/06/2013,Canvass,0,0.684931507,16/04/2013,15/04/2015,736 W FULLERTON AVE 1&2 1,CHICAGO,IL,60614,43,w_43_p_6,19,Retail Food Establishment,"(41.92557753673624, -87.64777376041414)",1.909589041,0,0,0,0,0,0,0,0,0,0,1,1,1,breakfast,50.51088334,18.04476962,18.85340408,71.86528849,0
BP,1206327,2021447,Grocery Store,Risk 3 (Low),19/10/2012,Canvass,0,0.2,16/01/2011,15/01/2013,5133 W NORTH AVE 1,CHICAGO,IL,60639,37,w_37_p_41,25,Retail Food Establishment,"(41.909404662965976, -87.75476387362707)",2.438356164,0,1,1,0,0,0,0,0,0,1,5,5,4,mart,20.38819373,29.95312949,38.6613868,25.28896451,0
BP,1228048,2177809,Grocery Store,Risk 3 (Low),12/07/2013,Canvass,0,0.928767123,13/08/2012,15/08/2014,8506-8514 S ASHLAND AVE 1 1,CHICAGO,IL,60620,18,w_18_p_46,6,Retail Food Establishment,"(41.73916977109346, -87.66329684518799)",0.912328767,0,1,1,0,0,0,0,0,0,1,5,5,4,mart,23.54863251,58.94617451,16.82009518,12.66623669,0
BP AMOCO,1166372,2113477,Grocery Store,Risk 3 (Low),20/08/2013,Canvass,0,1.895890411,07/10/2011,15/09/2013,3947-3957 N WESTERN AVE 1ST,CHICAGO,IL,60618,47,w_47_p_2,19,Retail Food Establishment,"(41.95361090708805, -87.68830810769622)",1.871232877,0,1,1,0,0,0,0,0,0,1,1,1,1,mart,39.38627721,14.79144102,12.37864089,69.51665086,1
BRAND BBQ MARKET,1285608,1986445,Restaurant,Risk 1 (High),28/09/2012,Canvass,0,1.476712329,16/11/2011,15/11/2013,2824 W ARMITAGE AVE 1ST,CHICAGO,IL,60647,35,w_35_p_36,14,Retail Food Establishment,"(41.917589593585454, -87.69825289828418)",2.934246575,0,0,0,0,0,0,0,0,0,0,1,1,1,grocery,35.26250561,94.831532,8.835740291,129.3501567,0
BRANDY'S,1301119,2185026,Restaurant,Risk 1 (High),03/01/2013,Canvass,0,0.315068493,12/09/2012,15/09/2014,5777 N MILWAUKEE AVE 1,CHICAGO,IL,60646,45,w_45_p_9,16,Retail Food Establishment,"(41.98657861897516, -87.77752035199383)",0.309703196,0,0,0,0,0,0,0,0,0,0,1,1,1,unknown,8.653316147,14.87454288,10.13485314,1.983751426,0
BRASA ROJA RESTAURANT,1166330,2184967,Restaurant,Risk 1 (High),07/06/2013,Canvass,0,0.736986301,16/12/2012,15/12/2014,3556 N PULASKI RD 1,CHICAGO,IL,60641,30,w_30_p_38,17,Retail Food Establishment,"(41.946270550939566, -87.72754493145142)",0.731506849,0,0,0,0,0,0,0,0,0,0,2,2,1,dinner,33.87746323,32.62780482,19.58775469,82.73630143,0
BRASSERIE BY LM,1114672,2088943,Restaurant,Risk 1 (High),13/02/2013,Canvass,0,1.652054795,22/06/2011,15/07/2013,800 S MICHIGAN AVE 1,CHICAGO,IL,60605,2,w_2_p_37,1,Retail Food Establishment,"(41.87181181410728, -87.62431549922361)",1.649429224,1,0,0,0,0,1,0,0,1,0,1,1,1,unknown,20.7824645,16.77957708,0.255429053,8.640592765,1
BREAD BASKET,1166212,1968906,Restaurant,Risk 1 (High),06/02/2013,Canvass,0,0.517808219,16/08/2011,15/08/2013,4725 W BELMONT AVE 1,CHICAGO,IL,60641,31,w_31_p_32,25,Retail Food Establishment,"(41.938736318266066, -87.7454681111132)",3.605593607,0,0,0,0,0,0,0,0,0,0,1,1,1,breakfast,31.65779024,22.61504422,17.42045524,23.71142623,0
BRETT'S KITCHEN INC.,1138792,29962,Restaurant,Risk 1 (High),29/01/2013,Canvass,0,2,16/02/2012,15/02/2014,233 W SUPERIOR ST  1,CHICAGO,IL,60610,42,w_42_p_68,18,Retail Food Establishment,"(41.89546343940486, -87.63559949263859)",5.956164384,0,0,0,0,0,0,0,0,0,0,1,1,1,dinner,20.78026533,23.76869287,1.364633993,29.49160802,0
BRIGHTON MINI MART INC,1353975,1123162,Grocery Store,Risk 2 (Medium),31/07/2013,Canvass,0,1.843835616,16/06/2013,15/06/2015,2532 W 47TH ST,CHICAGO,IL,60632,12,w_12_p_20,9,Retail Food Establishment,"(41.80848640104751, -87.68831293983168)",5.961643836,0,1,0,0,0,0,0,0,0,0,1,1,1,mart,15.80693254,17.22084277,18.06581974,14.56531252,0
BRIOCHE DOREE T-1,539431,34243,Restaurant,Risk 2 (Medium),16/09/2011,Canvass,0,1.002739726,16/10/2010,15/10/2012,11601 W TOUHY AVE  T-1,CHICAGO,IL,60666,41,w_41_p_27,16,Retail Food Establishment,"(42.008536400868735, -87.91442843927047)",3.835502283,0,0,0,0,0,0,0,0,0,0,1,1,1,unknown,6.21E-106,9.44E-206,2.21E-221,2.74E-208,0
BRIOCHE DOREE T-3,539512,34242,Restaurant,Risk 1 (High),16/11/2011,Canvass,0,0.342465753,16/10/2010,15/10/2012,11601 W TOUHY AVE  T-3,CHICAGO,IL,60666,41,w_41_p_27,16,Retail Food Establishment,"(42.008536400868735, -87.91442843927047)",4.002739726,0,0,0,0,0,0,0,0,0,0,1,1,1,unknown,1.05E-187,1.16E-205,1.66E-234,5.28E-224,0
BROADWAY SUPERMARKET,1235255,50737,Grocery Store,Risk 2 (Medium),25/06/2012,Canvass,0,0.665753425,16/07/2011,15/07/2013,4879 N BROADWAY,CHICAGO,IL,60640,48,w_48_p_40,20,Retail Food Establishment,"(41.971171180793625, -87.65958097499795)",4.863013699,0,0,1,0,0,0,0,0,0,0,1,1,1,grocery,13.17664128,21.42076571,2.232269652,29.51724839,1
BROTHERS BEEF,1198719,2073706,Restaurant,Risk 1 (High),27/02/2013,Canvass,0,0.745205479,16/02/2013,15/02/2015,723 W ARMITAGE AVE 1ST,CHICAGO,IL,60614,43,w_43_p_5,18,Retail Food Establishment,"(41.9180886243431, -87.6470831479794)",2.052054795,0,0,0,0,0,0,0,0,0,0,1,1,1,dinner,54.51547711,44.05465828,10.08422048,84.86495623,0
BROWN'S CHICKEN LLC,1271414,2093628,Restaurant,Risk 1 (High),29/10/2012,Canvass,0,1.37260274,13/04/2012,15/05/2013,5601 W LAWRENCE AVE 1ST,CHICAGO,IL,60630,45,w_45_p_20,16,Retail Food Establishment,"(41.967671015100265, -87.76759623699382)",0.545205479,0,0,0,0,0,0,0,0,0,0,1,1,1,dinner,23.65373238,36.01461555,37.08710007,28.15119682,0
BROWN'S CHICKEN & PASTA,1166224,1874533,Restaurant,Risk 1 (High),28/02/2013,Canvass,0,0.871232877,16/08/2011,15/08/2013,4359 N PULASKI RD 1ST,CHICAGO,IL,60641,39,w_39_p_28,17,Retail Food Establishment,"(41.960882513674356, -87.7276792419795)",3.591894977,0,0,0,0,0,0,0,0,0,0,1,1,1,dinner,20.78197944,21.74150364,8.688145869,84.99374571,0
BRUNCH,1139031,2099581,Restaurant,Risk 1 (High),02/07/2013,Canvass,0,0.819178082,21/06/2011,15/07/2013,343 W ERIE ST 1,CHICAGO,IL,60654,42,w_42_p_68,18,Retail Food Establishment,"(41.893839614475326, -87.63724781581695)",2.032876712,1,0,0,0,0,0,0,0,0,0,1,1,1,unknown,43.99833637,11.6513334,0.000561328,12.41844114,1
BRUNCH,659791,2099581,Restaurant,Risk 1 (High),22/12/2011,Canvass,0,0.506849315,21/06/2011,15/07/2013,343 W ERIE ST 1,CHICAGO,IL,60654,42,w_42_p_68,18,Retail Food Establishment,"(41.893839614475326, -87.63724781581695)",0.504223744,0,0,0,0,0,0,0,0,0,0,1,1,1,unknown,8.104055643,45.58622557,0.044853337,9.279663308,1
B'S TREATS,1151326,2031631,Restaurant,Risk 2 (Medium),29/05/2013,Canvass,0,2,16/10/2011,15/10/2013,3141 W 71ST ST  B,CHICAGO,IL,60629,18,w_18_p_39,8,Retail Food Establishment,"(41.76428997140699, -87.70199078124963)",3.054794521,0,0,0,0,0,0,0,0,0,0,1,1,1,unknown,6.46109212,13.10788985,12.43310796,5.716919526,1
BUBBA GUMP SHRIMP CO RESTAURANT,1335527,64693,Restaurant,Risk 1 (High),13/05/2013,Canvass,0,1.142465753,16/03/2013,15/03/2015,700 E GRAND AVE,CHICAGO,IL,60611,42,w_42_p_,18,Retail Food Establishment,"(41.892249163400116, -87.60951804879336)",5.997260274,1,0,0,0,0,0,0,0,0,0,1,1,1,dinner,0.042583416,1.679366234,3.26E-15,0.000339455,0
BUBBLE NET,1114933,20440,Restaurant,Risk 1 (High),24/07/2013,Canvass,0,0.632876712,16/04/2013,15/04/2015,1200 S LAKE SHORE DR,CHICAGO,IL,60605,2,w_2_p_18,1,Retail Food Establishment,"(41.867484227164155, -87.61915038338188)",5.942465753,1,0,0,0,0,0,0,0,0,0,1,1,1,unknown,1.17912783,1.994162138,3.739287166,1.24693797,0
BUB'S PLACE,1271498,2179388,Restaurant,Risk 1 (High),11/01/2013,Canvass,0,0.424657534,13/08/2012,15/08/2014,5800 W IRVING PARK RD 1ST,CHICAGO,IL,60634,38,w_38_p_40,16,Retail Food Establishment,"(41.95322815649395, -87.77195584555682)",0.413812785,0,0,0,0,0,0,0,0,0,0,1,1,1,unknown,10.06875499,11.19611684,22.6531535,6.338283021,0
"BUCKWICK ORGANIX CONVENIENCE STORE INC.,",1285595,2074008,Grocery Store,Risk 2 (Medium),28/09/2012,Canvass,0,1.671232877,16/09/2012,15/09/2014,1562 N MILWAUKEE AVE 1ST,CHICAGO,IL,60622,1,w_1_p_8,14,Retail Food Establishment,"(41.90980908106078, -87.67680322894024)",1.660159817,0,1,0,0,0,0,0,0,0,0,1,1,1,mart,55.95118474,48.45743701,15.24018497,45.43311201,1
"BUDDIES FOOD & LIQUORS, INC.",1154513,1845633,Grocery Store,Risk 3 (Low),17/08/2012,Canvass,0,2,16/12/2010,15/12/2012,1758 E 79TH ST  1,CHICAGO,IL,60649,8,w_8_p_22,4,Retail Food Establishment,"(41.75165317044228, -87.58099095623987)",4.643721461,0,1,1,1,0,0,0,0,0,0,1,1,1,mart,36.73368444,34.04362911,25.39878938,6.672358106,0
BUDDY GUY'S LEGENDS,1096481,2008916,Restaurant,Risk 1 (High),24/08/2012,Canvass,0,1.4,27/05/2010,15/10/2012,700 S WABASH AVE 1 & 2,CHICAGO,IL,60605,2,w_2_p_18,1,Retail Food Establishment,"(41.87305961703914, -87.62611158755108)",2.246575342,0,0,0,0,0,1,1,0,0,0,1,1,1,unknown,12.84983647,7.541800888,2.014118476,101.2018736,0
BUENA VISTA RESTAURANT,1198322,1492643,Restaurant,Risk 1 (High),13/06/2012,Canvass,0,1.816438356,16/02/2011,15/02/2013,3147 N BROADWAY,CHICAGO,IL,60657,44,w_44_p_30,19,Retail Food Establishment,"(41.93905792622148, -87.6442187510171)",5.325913242,0,0,0,0,0,0,0,0,0,0,1,1,1,dinner,31.54910476,53.02463163,1.182716588,68.73897987,0
BUENOS AIRES DELI,1301173,38274,Grocery Store,Risk 2 (Medium),07/01/2013,Canvass,0,1.183561644,16/08/2011,15/08/2013,3100 N CICERO AVE,CHICAGO,IL,60641,31,w_31_p_38,25,Retail Food Establishment,"(41.93704484795919, -87.74696412539859)",5.400114155,0,1,1,0,0,0,0,0,0,0,1,1,1,grocery,19.08475968,26.39061107,25.06454073,51.85254729,0
BUFFALO'S FEED THE PEOPLE RIB HOUSE INC.,1154907,2016763,Restaurant,Risk 1 (High),27/02/2013,Canvass,0,0.646575342,16/09/2011,15/09/2013,10953 S MICHIGAN AVE 1,CHICAGO,IL,60628,9,w_9_p_43,5,Retail Food Establishment,"(41.69468341935071, -87.62063714169277)",3.046575342,0,0,0,0,0,0,0,0,0,0,1,1,1,dinner,64.42101746,22.28020161,33.60972946,4.526603933,1
BULL DOG BAKERY II,1098415,1803513,Other,Risk 2 (Medium),28/06/2012,Canvass,0,1.857534247,16/12/2010,15/12/2012,3207 N ELSTON AVE 1ST FLOOR 1,CHICAGO,IL,60618,33,w_33_p_2,17,Retail Food Establishment,"(41.939646610904056, -87.69847901358345)",5.263013699,0,0,0,0,0,0,0,0,0,0,1,1,1,dinner,6.598584998,26.08423818,0.603210973,25.41246687,0
BULLHEAD CANTINA,1229751,2114543,Restaurant,Risk 1 (High),21/06/2012,Canvass,0,0.539726027,12/01/2012,15/01/2014,1143 N CALIFORNIA AVE 1,CHICAGO,IL,60622,26,w_26_p_61,12,Retail Food Establishment,"(41.90236935813602, -87.69671977737406)",0.440981735,1,0,0,0,0,0,0,0,0,0,1,1,1,bar,16.09473554,33.72364315,7.209901724,32.61469041,1
BURGE KING #5818,1296398,1473501,Restaurant,Risk 2 (Medium),31/05/2013,Canvass,0,2,16/09/2011,15/09/2013,10550 S AVENUE B,CHICAGO,IL,60617,10,w_10_p_32,4,Retail Food Establishment,"(41.70301381716536, -87.52667080995613)",5.542351598,0,0,0,0,0,0,0,0,0,0,1,1,1,dinner,4.200294498,8.385712469,4.363049839,3.908294193,0
BURGER KING #,1277420,18784,Restaurant,Risk 2 (Medium),15/10/2012,Canvass,0,1.6,16/05/2012,15/05/2014,4910 W NORTH AVE,CHICAGO,IL,60639,37,w_37_p_22,25,Retail Food Establishment,"(41.909689477429616, -87.74967070603273)",5.665639269,0,0,0,0,0,0,0,0,0,0,3,3,3,dinner,10.190128,29.80580929,18.04064458,12.71547011,0
BURGER KING #,1166304,3800,Restaurant,Risk 2 (Medium),09/05/2013,Canvass,0,0.616438356,16/08/2011,15/08/2013,4125 N MILWAUKEE AVE 1ST,CHICAGO,IL,60641,45,w_45_p_31,16,Retail Food Establishment,"(41.95598090917183, -87.75027916232122)",5.734246575,0,0,0,0,0,0,0,0,0,0,3,3,3,dinner,17.95257099,10.84462484,42.05929407,44.5432657,0
BURGER KING #11967,598470,1473493,Restaurant,Risk 2 (Medium),17/11/2011,Canvass,0,2,16/09/2011,15/09/2013,2401 W OGDEN AVE,CHICAGO,IL,60608,28,w_28_p_53,10,Retail Food Establishment,"(41.86464672961594, -87.68600251219546)",4.005479452,0,0,0,0,0,0,0,0,0,0,1,1,1,dinner,11.1655553,22.379817,21.60144065,4.18092491,0
BURGER KING #5986,555376,1473502,Restaurant,Risk 2 (Medium),23/01/2012,Canvass,0,0.356164384,16/09/2011,15/09/2013,2501 W CERMAK RD,CHICAGO,IL,60608,28,w_28_p_69,10,Retail Food Establishment,"(41.85189892719497, -87.68800784248202)",4.189041096,0,0,0,0,0,0,0,0,0,0,1,1,1,dinner,23.27728097,24.3430162,13.92292887,9.849961881,1
BURGER KING #7288,1098484,1473519,Restaurant,Risk 2 (Medium),31/07/2012,Canvass,0,1.476712329,16/09/2011,15/09/2013,2834 W IRVING PARK RD,CHICAGO,IL,60618,33,w_33_p_25,17,Retail Food Establishment,"(41.95407627735041, -87.69968215567239)",4.709474886,0,0,0,0,0,0,0,0,0,0,1,1,1,dinner,15.27348296,15.75204828,15.33886129,13.61363852,0
BURKE'S PUBLIC HOUSE,1235920,2004585,Restaurant,Risk 1 (High),12/08/2013,Canvass,0,0.019178082,16/07/2013,15/07/2015,5401-5403 N BROADWAY  1ST,CHICAGO,IL,60640,48,w_48_p_6,20,Retail Food Establishment,"(41.980065199084535, -87.65982411288756)",2.139726027,1,0,0,0,0,0,0,0,0,0,1,1,1,unknown,25.03703497,10.13406696,28.09451287,36.50852416,0
BURRITO BEACH # 8,660200,1491413,Restaurant,Risk 1 (High),27/01/2012,Canvass,0,0.728767123,16/05/2011,15/05/2013,200 E OHIO ST,CHICAGO,IL,60611,42,w_42_p_41,18,Retail Food Establishment,"(41.89267129068561, -87.62257220248128)",4.704223744,0,0,0,0,0,0,0,0,0,0,1,1,1,spanish,6.172110598,29.41581373,0.023679725,19.13841435,0
BURRITO BUGGY,1313251,1299638,Restaurant,Risk 1 (High),30/10/2012,Canvass,0,1.701369863,16/05/2012,15/05/2014,206 W VAN BUREN ST,CHICAGO,IL,60607,2,w_2_p_49,1,Retail Food Establishment,"(41.87695299279846, -87.63393971688706)",5.463013699,0,0,0,0,0,0,0,0,0,0,1,1,1,spanish,5.827456598,5.632739554,0.000230147,3.898665767,0
BURRITO HOUSE 2 INC,670435,1276880,Restaurant,Risk 1 (High),14/02/2012,Canvass,0,1.747945205,16/12/2010,15/12/2012,3145 W ADDISON ST,CHICAGO,IL,60618,33,w_33_p_1,17,Retail Food Establishment,"(41.946526653732576, -87.70720896343855)",4.997260274,0,0,0,0,0,0,0,0,0,0,1,1,1,spanish,22.09414365,6.337745019,9.889654912,30.32346753,0
