businessName,inspectionId,license,facilityType,risk,inspectionDate,inspectionType,pastFail,timeSinceLast,licenseStartDate,expirationDate,address,city,state,zipCode,ward,precinct,policeDistrict,licenseDescription,location,ageAtInspection,consumptionOnPremises,tobaccoRetail,limitedLicense,packageGoods,outdoorPatio,placeOfAmusement,tavern,retailFoodEstablishment,catersLiquorLicense,fillingStation,addressCount,wardCount,districtCount,foodType,burglary,sanitation,garbage,rodents,pastResponse,response
CHIPOTLE MEXICAN GRILL,1184385,1969610,Restaurant,Risk 1 (High),12/06/2012,Canvass,0,0.808219178,16/05/2011,15/05/2013,525 W MONROE ST  L1A,CHICAGO,IL,60661,2,w_2_p_12,1,Retail Food Establishment,"(41.880463147078466, -87.6408038842781)",2.599885845,1,0,0,0,1,0,0,0,0,0,5,5,5,dinner,21.79690399,2.892218896,0.521471036,0.183204587,0,1
ROBINSON'S NO. 1 RIBS,1326527,2189369,Restaurant,Risk 1 (High),25/03/2013,Canvass,0,0.457534247,10/10/2012,15/10/2014,201 N CLARK ST 1ST FC007,CHICAGO,IL,60601,42,w_42_p_9,1,Retail Food Establishment,"(41.88577121746171, -87.63082981639084)",0.454794521,0,0,0,0,0,0,0,0,0,0,1,1,1,dinner,52.54180245,31.30513235,0.003990865,16.91138448,0,0
DONA MARIS,670277,24874,Grocery Store,Risk 1 (High),06/02/2012,Canvass,0,0.75890411,16/11/2011,15/11/2013,3757-3759 W FULLERTON AVE,CHICAGO,IL,60647,35,w_35_p_35,25,Retail Food Establishment,"(41.924434563962016, -87.72173921765217)",4.22739726,0,1,1,0,0,0,0,0,0,0,1,1,1,unknown,44.18002466,70.73122263,53.81744857,89.54979945,1,1
POTBELLY SANDWICH WORKS # 114,1098925,1678622,Restaurant,Risk 1 (High),15/04/2013,Canvass,0,1.367123288,16/01/2013,15/01/2015,4709 N LINCOLN AVE,CHICAGO,IL,60625,47,w_47_p_33,19,Retail Food Establishment,"(41.96685268567701, -87.68730910211042)",6.164269406,0,0,0,0,0,0,0,0,0,0,1,1,1,sandwich,32.43377985,18.16271906,7.600111689,23.10797638,0,0
HOTEL SAX CHICAGO,679693,1680526,Restaurant,Risk 1 (High),09/03/2012,Canvass,0,1.005479452,16/02/2012,15/02/2014,333 N DEARBORN ST,CHICAGO,IL,60610,42,w_42_p_27,18,Retail Food Establishment,"(41.888413743062294, -87.62941081299829)",5.063013699,1,1,0,0,0,1,0,1,0,0,1,1,1,cater,11.63560068,21.53356813,0.143713403,14.01512837,1,0
STARBUCKS COFFEE #7948,1286279,2093908,Restaurant,Risk 2 (Medium),26/02/2013,Canvass,0,0.405479452,15/06/2011,15/04/2013,6451 W DIVERSEY AVE 1 1,CHICAGO,IL,60707,36,w_36_p_52,25,Retail Food Establishment,"(41.93085131518802, -87.7877556545619)",1.704223744,0,0,1,0,0,0,0,0,0,0,1,1,1,breakfast,5.812553049,6.700531333,37.54287092,63.49967871,1,0
DUNKIN DONUTS,1098460,32536,Restaurant,Risk 2 (Medium),23/07/2012,Canvass,0,2,16/11/2010,15/11/2012,3101 W IRVING PARK RD  A,CHICAGO,IL,60618,33,w_33_p_6,17,Retail Food Establishment,"(41.95382542137118, -87.70563413726975)",4.687557078,0,0,0,0,0,0,0,0,0,0,5,5,5,breakfast,26.44616584,16.41663207,16.6956572,24.43239997,0,0
BABA PITA PALACE,679900,2088256,Restaurant,Risk 1 (High),13/04/2012,Canvass,0,1.002739726,11/05/2011,15/05/2013,334 W CHICAGO AVE 1,CHICAGO,IL,60654,27,w_27_p_28,18,Retail Food Establishment,"(41.89666241521221, -87.63710138046027)",0.926027397,0,0,0,0,0,0,0,0,0,0,1,1,1,dinner,7.62623692,12.22326483,1.375341271,11.41233687,0,0
SUBWAY,1096616,2032865,Restaurant,Risk 1 (High),06/11/2012,Canvass,0,1.161643836,16/02/2012,15/02/2014,1212 S MICHIGAN AVE 1ST,CHICAGO,IL,60605,2,w_2_p_40,1,Retail Food Establishment,"(41.86706145293373, -87.62429155657351)",2.474086758,0,0,0,0,0,0,0,0,0,0,5,5,5,sandwich,30.21360536,9.95136824,5.408028926,29.17358086,1,1
AVANTGARDE BG,604556,51858,Restaurant,Risk 1 (High),14/12/2011,Canvass,0,0.553424658,16/09/2011,15/09/2013,5237-5241 N HARLEM AVE  1,CHICAGO,IL,60656,41,w_41_p_3,16,Retail Food Establishment,"(41.9765645313467, -87.80687528110269)",4.079452055,1,0,0,0,0,0,0,0,0,0,1,1,1,unknown,1.106181122,3.835240446,14.97693772,10.11416597,1,0
HOT WOKS COOL SUSHI,1098357,2032648,Restaurant,Risk 1 (High),04/06/2012,Canvass,0,1.38630137,28/07/2010,15/08/2012,2032 W ROSCOE ST,CHICAGO,IL,60618,32,w_32_p_21,19,Retail Food Establishment,"(41.943312712450826, -87.67972196894465)",1.854794521,1,0,0,0,0,0,0,0,0,0,4,4,3,asian,16.19564856,32.37743748,19.08090669,54.33607652,0,0
KENMARE CATERING AND EVENTS,567634,1845648,Other,Risk 1 (High),12/10/2011,Canvass,0,0.991780822,16/02/2010,15/02/2012,112 S MICHIGAN AVE 12,CHICAGO,IL,60603,42,w_42_p_9,1,Retail Food Establishment,"(41.880487542666714, -87.62450336093214)",4.090410959,0,0,0,0,0,0,0,0,0,0,1,1,1,cater,6.503162591,22.18338777,0.00062979,4.937595972,1,0
TAQUERIA EL CHORRITO,634621,1303855,Restaurant,Risk 1 (High),19/09/2011,Canvass,0,1.298630137,16/10/2010,15/10/2012,6404 N CLARK ST,CHICAGO,IL,60626,40,w_40_p_28,24,Retail Food Establishment,"(41.99820080781414, -87.67078847967606)",3.843721461,0,0,0,0,0,0,0,0,0,0,1,1,1,spanish,12.93545243,13.3631612,8.594993794,27.88441394,0,1
THE HUT,1202448,1696069,Restaurant,Risk 1 (High),04/10/2012,Canvass,0,1.024657534,16/06/2011,15/06/2013,3601 S CALIFORNIA AVE,CHICAGO,IL,60632,12,w_12_p_2,9,Retail Food Establishment,"(41.828228522114905, -87.69461616295946)",5.139726027,0,0,0,0,0,0,0,0,0,0,1,1,1,unknown,13.68447766,3.079240487,8.988496756,10.79138177,0,1
SODEXO,1114417,20432,Restaurant,Risk 1 (High),16/08/2012,Canvass,0,1.471232877,16/02/2011,15/02/2013,230 S LA SALLE ST 3RD,CHICAGO,IL,60604,42,w_42_p_9,1,Retail Food Establishment,"(41.878538291685196, -87.63241426118783)",5.005479452,1,0,0,0,0,0,0,0,0,0,1,1,1,cater,27.83817224,10.02524356,4.051753582,75.30604746,0,0
FRESHII,1138338,1974774,Restaurant,Risk 1 (High),13/06/2012,Canvass,0,1.035616438,16/03/2011,15/03/2013,845 N MICHIGAN AVE 1ST+LL 1005+,CHICAGO,IL,60611,42,w_42_p_37,18,Retail Food Establishment,"(41.898079920503314, -87.6239457056618)",2.936986301,0,0,0,0,0,0,0,0,0,0,4,2,2,unknown,11.19341525,3.382493676,2.929904183,15.00710007,0,1
POTBELLY SANDWICH WORKS,1096338,1869180,Restaurant,Risk 1 (High),31/05/2012,Canvass,0,1.375342466,16/01/2011,15/01/2013,48 E ROOSEVELT RD,CHICAGO,IL,60605,2,w_2_p_8,1,Retail Food Establishment,"(41.86754442756866, -87.62556861899772)",4.531392694,0,0,0,0,0,0,0,0,0,0,5,5,5,sandwich,44.86976068,25.22016614,2.273772948,33.65314901,1,0
"CAFE UTJEHA, INC.",1188402,1592606,Restaurant,Risk 2 (Medium),20/11/2012,Canvass,0,1.761643836,16/09/2011,15/09/2013,5350 N LINCOLN AVE,CHICAGO,IL,60625,40,w_40_p_1,20,Retail Food Establishment,"(41.979183080876915, -87.69281717734684)",5.016438356,0,0,0,0,0,0,0,0,0,0,1,1,1,breakfast,18.31856133,10.79480639,15.34233715,25.87639981,0,1
AFC Sushi @ Jewel-Osco #3501,1353790,2103820,Grocery Store,Risk 1 (High),22/07/2013,Canvass,0,1.068493151,16/02/2013,15/02/2015,3400 N WESTERN AVE 1,CHICAGO,IL,60618,47,w_47_p_,NA,Retail Food Establishment,"(41.943187373182425, -87.68830202070191)",1.909589041,0,0,0,0,0,0,0,0,0,0,1,1,1,asian,3.063356506,14.12391352,17.53931602,45.85826803,0,1
OSTIONERIA RESTAURANT EL EL TECOLOTE,1084419,22952,Restaurant,Risk 1 (High),27/02/2013,Canvass,0,0.243835616,16/08/2012,15/08/2014,3519 W 26TH ST 1,CHICAGO,IL,60623,22,w_22_p_9,10,Retail Food Establishment,"(41.84429434676733, -87.71323173049662)",5.539840183,1,0,0,0,0,0,0,0,0,0,1,1,1,dinner,22.66537638,27.34302244,20.93692133,7.718361603,1,0
MERCADITO LA ECONOMICA,547765,1442242,Grocery Store,Risk 3 (Low),21/10/2011,Canvass,0,1.208219178,16/08/2010,15/08/2012,2859 S TRUMBULL AVE,CHICAGO,IL,60623,22,w_22_p_11,10,Retail Food Establishment,"(41.83904453793104, -87.71083569390026)",4.183561644,0,1,0,0,0,0,0,0,0,0,1,1,1,unknown,8.57197267,20.2738996,11.51554424,16.39143769,0,1
CONTE'S PIZZA,1150214,1169446,Restaurant,Risk 1 (High),26/03/2012,Canvass,0,1.167123288,16/11/2011,15/11/2013,8512 S PULASKI RD,CHICAGO,IL,60652,18,w_18_p_6,8,Retail Food Establishment,"(41.73811752095403, -87.72169161073629)",4.36152968,0,0,0,0,0,0,0,0,0,0,1,1,1,italian,19.19655263,29.37658825,6.662299453,14.7536083,0,0
KOUKS VINTAGE CAFE,1326280,1351984,Restaurant,Risk 2 (Medium),12/03/2013,Canvass,0,1.720547945,16/11/2012,15/11/2014,5653 N NORTHWEST HWY,CHICAGO,IL,60646,45,w_45_p_33,16,Retail Food Establishment,"(41.98413691214158, -87.78419745799987)",5.323173516,0,0,0,0,0,0,0,0,0,0,1,1,1,breakfast,2.572760845,1.587217693,1.991266664,11.48397045,0,1
SBARRO'S PIZZERIA,577674,1903424,Restaurant,Risk 1 (High),08/11/2011,Canvass,0,1.62739726,16/04/2010,15/04/2012,7601 S CICERO AVE 1ST 1286,CHICAGO,IL,60652,13,w_13_p_22,8,Retail Food Establishment,"(41.75466012439374, -87.74138475860521)",2.706849315,0,0,0,0,0,0,0,0,0,0,1,1,1,italian,0.0001309,4.894419629,0.020225085,3.038335722,0,1
RITZ- CARLTON WATER TOWER,670902,1823689,Restaurant,Risk 1 (High),28/02/2012,Canvass,0,0.761643836,16/03/2011,15/03/2013,160 E PEARSON ST 12,CHICAGO,IL,60611,42,w_42_p_37,18,Retail Food Establishment,"(41.89770258097883, -87.62346195629931)",4.249315068,1,1,1,0,0,0,0,0,0,0,1,1,1,unknown,13.62066033,17.49702566,3.126921807,20.57584862,1,0
SUBWAY SANDWICH AND SALADS,1166241,2074325,Restaurant,Risk 1 (High),13/03/2013,Canvass,0,0.252054795,16/01/2013,15/01/2015,3329 N MILWAUKEE AVE 1ST,CHICAGO,IL,60641,30,w_30_p_38,17,Retail Food Establishment,"(41.941701770957565, -87.72789069244538)",2.164269406,0,0,0,0,0,0,0,0,0,0,1,1,1,sandwich,43.73343247,38.06600704,23.84764513,44.24328046,0,0
COUSIN'S GRILL,1326622,1943656,Restaurant,Risk 1 (High),28/03/2013,Canvass,0,0.852054795,16/01/2013,15/01/2015,4612 W DIVERSEY AVE 1ST A,CHICAGO,IL,60639,31,w_31_p_30,25,Retail Food Establishment,"(41.931697427206, -87.74246720062844)",4.205365297,0,0,0,0,0,0,0,0,0,0,1,1,1,dinner,42.73891707,16.90476473,7.430720256,22.50526983,1,0
COMPUTER AND NETWORK SOLUTIONS,1202532,2033165,Restaurant,Risk 1 (High),27/11/2012,Canvass,0,1.545205479,05/05/2011,15/06/2013,5311 S KEDZIE AVE,CHICAGO,IL,60632,14,w_14_p_36,9,Retail Food Establishment,"(41.79678066332652, -87.70350235977779)",1.567237443,0,0,1,0,0,0,0,0,0,0,1,1,1,unknown,14.53803575,14.38698083,21.89360374,50.81908574,1,1
LINCOLN RESTAURANT,1188595,753,Restaurant,Risk 1 (High),26/04/2013,Canvass,0,0.980821918,16/04/2012,15/04/2014,4008-4012 N LINCOLN AVE 1ST,CHICAGO,IL,60618,47,w_47_p_35,19,Retail Food Establishment,"(41.95458101541394, -87.67921526521634)",6.194406393,1,0,0,0,0,0,0,0,0,0,1,1,1,dinner,24.53304369,14.82804712,46.61547508,76.379556,1,1
OLGA'S DELICATESSEN,679918,4923,Grocery Store,Risk 1 (High),09/03/2012,Canvass,0,1.536986301,16/12/2010,15/12/2012,3209 W IRVING PARK RD,CHICAGO,IL,60618,33,w_33_p_6,17,Retail Food Establishment,"(41.95380731633216, -87.70838967582449)",5.063013699,0,0,0,0,0,0,0,0,0,0,1,1,1,unknown,23.93920231,16.73916797,9.564716082,44.05204772,1,1
LITTLE DENNIS,1219207,2049158,Restaurant,Risk 1 (High),18/04/2012,Canvass,0,1.17260274,23/08/2010,15/08/2012,6538 S PULASKI AVE 1 1,CHICAGO,IL,60629,13,w_13_p_50,8,Retail Food Establishment,"(41.77382462106134, -87.72278290491937)",1.654794521,0,0,0,0,0,0,0,0,0,0,2,2,1,italian,12.29081962,8.657377059,31.49412394,50.44422798,0,1
CARDUCCI'S,1110218,47019,Restaurant,Risk 1 (High),29/05/2012,Canvass,0,2,16/04/2011,15/04/2013,1419 W FULLERTON AVE 1ST,CHICAGO,IL,60614,32,w_32_p_37,18,Retail Food Establishment,"(41.92509608370018, -87.66416385130758)",5.04109589,1,0,0,0,0,0,0,0,0,0,1,1,1,unknown,36.93130863,41.62497342,16.24882442,88.87920611,1,0
"1,200 SQ. FT. - YEMEN RESTAURANT, INC.",1321892,2088929,Restaurant,Risk 1 (High),14/02/2013,Canvass,0,0.926027397,19/04/2011,15/05/2013,4748 N KENNETH AVE 1,CHICAGO,IL,60630,45,w_45_p_10,17,Retail Food Establishment,"(41.967667844732325, -87.74018351190563)",1.827511416,0,0,0,0,0,0,0,0,0,0,1,1,1,dinner,16.33218326,11.36022081,13.33107141,6.953965345,0,1
WALDO COONEY'S PIZZA,1150615,8602,Restaurant,Risk 1 (High),07/08/2012,Canvass,0,0.515068493,16/06/2011,15/06/2013,8541 S PULASKI RD,CHICAGO,IL,60652,18,w_18_p_36,8,Retail Food Establishment,"(41.73726728722025, -87.72136983771142)",4.980821918,0,0,0,0,0,0,0,0,0,0,3,3,3,italian,15.66181199,31.2760325,6.683667796,12.49441422,0,0
ROSELAND SLF ASSOCIATES LP,1154530,1768391,Other,Risk 1 (High),29/08/2012,Canvass,0,2,16/09/2011,15/09/2013,10450 S MICHIGAN AVE,CHICAGO,IL,60628,9,w_9_p_5,5,Retail Food Establishment,"(41.703890751524135, -87.6207711552983)",4.788926941,0,0,1,0,0,0,0,0,0,0,1,1,1,cater,32.93685078,15.23384362,33.02326091,9.545629262,0,0
AROMA ON NORTH AVENUE,1138639,1802621,Restaurant,Risk 1 (High),20/11/2012,Canvass,0,1.068493151,16/02/2012,15/02/2014,417 W NORTH AVE,CHICAGO,IL,60610,43,w_43_p_37,18,Retail Food Establishment,"(41.91099475072982, -87.63927456424538)",5.690525114,0,0,0,0,0,0,0,0,0,0,1,1,1,unknown,56.4949318,26.98307521,32.68056902,86.20969401,1,0
6978 SOUL FOOD,1174434,1953650,Restaurant,Risk 1 (High),30/10/2012,Canvass,0,0.002739726,16/02/2012,15/02/2014,6978 W NORTH AVE 1,CHICAGO,IL,60707,36,w_36_p_33,25,Retail Food Establishment,"(41.90906215302536, -87.80024470792762)",2.991666667,1,0,0,0,0,0,0,0,0,0,1,1,1,mart,4.867977414,4.068330477,2.60204575,0.358774644,0,1
XOCO,1138679,1991237,Restaurant,Risk 1 (High),11/12/2012,Canvass,0,0.435616438,16/02/2012,15/02/2014,65 W ILLINOIS ST 1ST,CHICAGO,IL,60654,42,w_42_p_55,18,Retail Food Establishment,"(41.89071888319747, -87.63058657588671)",3.271347032,1,0,1,0,0,0,0,0,0,0,1,1,1,unknown,10.59328998,49.3985677,0.209743912,20.4233695,1,0
CERMAK PRODUCE,1202500,1515206,Grocery Store,Risk 1 (High),06/11/2012,Canvass,0,1.208219178,16/06/2011,15/06/2013,5220 S PULASKI RD,CHICAGO,IL,60632,23,w_23_p_6,8,Retail Food Establishment,"(41.797991869962225, -87.723443740796)",5.230251142,0,0,0,1,0,0,0,0,0,0,4,4,4,grocery,24.38302719,5.352101547,10.49585238,20.06463737,1,1
RAYMONDS TACOS NO. 3,679643,2098901,Restaurant,Risk 1 (High),08/03/2012,Canvass,0,0.734246575,16/06/2011,15/07/2013,3638 W FULLERTON AVE 1ST,CHICAGO,IL,60647,35,w_35_p_23,25,Retail Food Establishment,"(41.92469427172042, -87.71859337650946)",0.728881279,0,0,0,0,0,0,0,0,0,0,1,1,1,spanish,34.34200287,50.41458944,48.80994977,118.9394879,1,0
CENTRAL STEEL & WIRE COMPANY,1202517,5902,Restaurant,Risk 1 (High),15/11/2012,Canvass,0,0.967123288,16/06/2011,15/06/2013,3000 W 51ST ST,CHICAGO,IL,60632,14,w_14_p_33,9,Retail Food Establishment,"(41.80101320391308, -87.69894792186956)",5.254908676,0,0,0,0,0,0,0,0,0,0,1,1,1,unknown,5.129321194,6.635640803,22.49526019,44.93620973,0,0
Crumbs Bake Shop,1327266,2113372,Other,Risk 2 (Medium),01/04/2013,Canvass,0,1.610958904,25/08/2011,15/09/2013,130 N LA SALLE ST GROUND FLOOR 9R,CHICAGO,IL,60602,42,w_42_p_,NA,Retail Food Establishment,"(41.88401740147237, -87.63257442186766)",1.602739726,0,0,0,0,0,0,0,0,0,0,1,1,1,unknown,54.13360623,35.52171746,0.019475714,27.79958045,0,0
Sal's Deli,1198953,2008618,Restaurant,Risk 1 (High),10/07/2013,Canvass,0,1.164383562,16/04/2013,15/04/2015,1013 W WEBSTER AVE 1ST,CHICAGO,IL,60614,32,w_32_p_50,18,Retail Food Establishment,"(41.92161984057171, -87.65405058579164)",3.512214612,0,0,0,0,0,0,0,0,0,0,1,1,1,grocery,28.50890815,47.28627342,13.46909761,94.49593946,1,0
LINDO MICHOACAN,1214670,42744,Grocery Store,Risk 1 (High),07/05/2012,Canvass,0,0.824657534,16/09/2011,15/09/2013,3142 W LAWRENCE AVE,CHICAGO,IL,60625,33,w_33_p_14,17,Retail Food Establishment,"(41.96857277212391, -87.70778770127195)",4.476598174,0,1,1,0,0,0,0,0,0,0,2,1,1,unknown,49.47518089,22.21208432,3.430379914,9.32161145,0,0
JAMICAN GATES,1154650,1986698,Restaurant,Risk 1 (High),25/10/2012,Canvass,1,0.789041096,16/09/2011,15/09/2013,10226 S HALSTED ST 1,CHICAGO,IL,60628,34,w_34_p_25,22,Retail Food Establishment,"(41.70790992815699, -87.64300673781825)",2.882077626,0,0,0,0,0,0,0,0,0,0,1,1,1,unknown,8.079303075,16.36473467,21.85176486,8.941853461,0,1
"ZHENG'S CHINA GARDEN, INC.",545757,1964488,Restaurant,Risk 1 (High),19/01/2012,Canvass,0,0.526027397,16/09/2011,15/09/2013,10912 S HALSTED ST 1ST,CHICAGO,IL,60628,34,w_34_p_48,22,Retail Food Establishment,"(41.695565472930646, -87.64262489325955)",2.726141553,0,0,0,0,0,0,0,0,0,0,1,1,1,asian,42.14534227,23.123163,31.10851515,15.79559433,0,1
MORRISON MANAGEMENT SPECIALISTS,1138567,1842888,Restaurant,Risk 1 (High),22/10/2012,Canvass,0,0.953424658,16/03/2011,15/03/2013,250 E SUPERIOR ST 2,CHICAGO,IL,60611,42,w_42_p_38,18,Retail Food Establishment,"(41.89589815739559, -87.62077291309295)",5.071232877,0,0,0,0,0,0,0,0,0,0,1,1,1,unknown,8.595140126,2.215454044,0.009923787,11.62906449,0,0
KAPATID ORIENTAL STORE,1188257,1646430,Grocery Store,Risk 3 (Low),17/07/2012,Canvass,0,1.947945205,16/09/2011,15/09/2013,3538 W LAWRENCE AVE,CHICAGO,IL,60625,39,w_39_p_22,17,Retail Food Establishment,"(41.96846963885986, -87.71741000848938)",4.671118721,0,1,1,0,0,0,0,0,0,0,1,1,1,mart,27.05212737,41.34690898,20.541909,18.46707396,1,1
TACO'S  ERENDIRA,1279264,1579260,Restaurant,Risk 1 (High),29/10/2012,Canvass,0,0.887671233,16/12/2011,15/12/2013,3207 S HALSTED ST,CHICAGO,IL,60608,11,w_11_p_40,9,Retail Food Establishment,"(41.83598843774932, -87.64608160187807)",5.703995434,0,0,0,0,0,0,0,0,0,0,1,1,1,spanish,14.5127298,30.9093236,23.51190667,18.37419779,0,0
LEONARDO'S RISTORANTE TUSCAN BISTRO,1235502,1547590,Restaurant,Risk 1 (High),13/11/2012,Canvass,0,0.032876712,16/08/2011,15/08/2013,5657-5659 N CLARK ST,CHICAGO,IL,60660,48,w_48_p_37,20,Retail Food Establishment,"(41.98497216927604, -87.66892851302207)",5.249429224,1,0,0,0,0,0,0,0,0,0,1,1,1,dinner,22.20464706,13.05658261,1.182781328,25.76973748,0,0
PAPA PHILLY AND FOOD,1098939,2164105,Restaurant,Risk 1 (High),22/04/2013,Canvass,0,0.515068493,04/09/2012,15/07/2014,3224 W FOSTER AVE 1ST,CHICAGO,IL,60625,39,w_39_p_43,17,Retail Food Establishment,"(41.97584622052377, -87.70968162978451)",0.630136986,0,1,1,0,0,0,0,0,0,0,1,1,1,mart,7.276645016,8.798547301,3.54550098,21.23089331,0,1
ANTIQUE TACO,1300752,1969233,Restaurant,Risk 1 (High),04/12/2012,Canvass,0,1.454794521,16/05/2011,15/05/2013,1360 N MILWAUKEE AVE 1,CHICAGO,IL,60622,1,w_1_p_10,14,Retail Food Establishment,"(41.90642912051378, -87.67151421455068)",3.27956621,1,0,0,0,0,0,0,0,0,0,1,1,1,spanish,96.42701223,50.4373082,22.3204615,70.10800355,1,1
FORNO ROSSO,1329314,28117,Restaurant,Risk 1 (High),29/05/2013,Canvass,0,0.364383562,16/10/2011,15/10/2013,3719 N HARLEM AVE,CHICAGO,IL,60634,36,w_36_p_38,16,Retail Food Establishment,"(41.94768152517631, -87.80694263307234)",5.536872146,1,0,0,0,0,0,0,0,0,0,1,1,1,unknown,21.3587917,54.95937737,30.11054105,12.06679564,0,1
TACO BELL_#4171,1184227,56989,Restaurant,Risk 1 (High),07/03/2012,Canvass,0,0.482191781,16/04/2011,15/04/2013,500 W MADISON ST  FOOD,CHICAGO,IL,60661,42,w_42_p_21,1,Retail Food Establishment,"(41.88199433820508, -87.6397586848809)",4.561757991,0,0,0,0,0,0,0,0,0,0,1,1,1,spanish,17.51935943,13.50548397,3.155982755,1.96887519,0,0
THE CLARK STREET DOG,1322501,18219,Restaurant,Risk 1 (High),16/05/2013,Canvass,0,0.695890411,16/02/2013,15/02/2015,3040 N CLARK ST,CHICAGO,IL,60657,44,w_44_p_6,19,Retail Food Establishment,"(41.937417318548945, -87.64879560645429)",6.249200913,0,0,0,0,0,0,1,0,0,0,1,1,1,dinner,25.23723582,26.09653758,5.783900798,72.3687001,0,0
SUBWAY,1279363,1979303,Restaurant,Risk 1 (High),18/01/2013,Canvass,0,0.893150685,16/11/2012,15/11/2014,4032 W 26TH ST 1,CHICAGO,IL,60623,22,w_22_p_17,10,Retail Food Establishment,"(41.84434188397153, -87.72603272350506)",3.361757991,0,0,0,0,0,0,0,0,0,0,5,5,5,sandwich,27.20478029,38.99014769,11.51646661,90.90250941,1,0
CORNER BAKERY CAFE,614671,1649400,Restaurant,Risk 1 (High),05/01/2012,Canvass,0,0.901369863,16/09/2010,15/09/2012,123 N WACKER DR,CHICAGO,IL,60606,42,w_42_p_9,1,Retail Food Establishment,"(41.883748216941356, -87.6366618383099)",4.139726027,0,0,0,0,0,0,0,0,0,0,5,3,2,breakfast,6.046184495,23.08445074,0.188476657,6.692578943,0,0
PAN HELLAENIC BAKERY,1313303,1986749,Other,Risk 2 (Medium),06/12/2012,Canvass,0,1.073972603,16/05/2011,15/05/2013,322 S HALSTED ST 1ST,CHICAGO,IL,60661,27,w_27_p_58,12,Retail Food Establishment,"(41.87721973767772, -87.6473660156464)",3.211073059,0,0,0,0,0,0,0,0,0,0,1,1,1,breakfast,10.76071508,0.188819965,11.09822017,0.008435029,0,0
"THREE SONS RESTAURANT, INC.",1354088,1794,Restaurant,Risk 1 (High),06/08/2013,Canvass,0,1.183561644,16/01/2012,15/01/2014,6200 S ARCHER AVE,CHICAGO,IL,60638,23,w_23_p_44,8,Retail Food Establishment,"(41.79394204830804, -87.7746332149459)",6.473858447,0,0,0,0,0,0,0,0,0,0,1,1,1,dinner,4.94970053,3.753392,10.82116152,3.466966224,0,0
CONGRESS CORPORATION,1326699,24755,Restaurant,Risk 2 (Medium),03/04/2013,Canvass,0,0.731506849,16/11/2011,15/11/2013,2135 N MILWAUKEE AVE  1,CHICAGO,IL,60647,1,w_1_p_30,14,Retail Food Establishment,"(41.92005453310562, -87.69246182985275)",6.383447489,1,0,0,0,0,1,0,0,0,0,1,1,1,unknown,25.73319687,16.94485324,18.59996416,81.56160966,0,1
"K&J LEE CHOP SUEY ON DIVERSEY, INC.",1235173,1594476,Restaurant,Risk 1 (High),11/09/2012,Canvass,0,1.282191781,16/11/2011,15/11/2013,2415 W DIVERSEY AVE,CHICAGO,IL,60647,1,w_1_p_39,14,Retail Food Establishment,"(41.93205235746449, -87.68854454302594)",4.824543379,0,0,0,0,0,0,0,0,0,0,1,1,1,asian,22.87364654,11.4820138,8.714607817,21.59057435,1,0
I DUE MONDI CLUB,1286225,1958936,Restaurant,Risk 2 (Medium),04/01/2013,Canvass,0,2,16/02/2012,15/02/2014,2723 N HARLEM AVE,CHICAGO,IL,60707,36,w_36_p_15,25,Retail Food Establishment,"(41.92974700981729, -87.80631037735259)",3.359018265,0,0,0,0,0,0,0,0,0,0,1,1,1,bar,28.22454816,16.59039797,10.16683339,40.79570522,0,0
Qdoba Mexican Grill #2621,1345206,1991945,Restaurant,Risk 1 (High),16/04/2013,Canvass,0,0.323287671,16/04/2012,15/04/2014,100 N LA SALLE ST 1ST,CHICAGO,IL,60602,42,w_42_p_9,1,Retail Food Establishment,"(41.88323717511991, -87.63255557700788)",3.564383562,0,0,0,0,0,0,0,0,0,0,1,1,1,dinner,60.37792126,30.61913474,0.04534953,21.04000764,1,1
MORE CUPCAKES,1138360,1904686,Other,Risk 2 (Medium),25/06/2012,Canvass,0,0.821917808,16/03/2011,15/03/2013,1 E DELAWARE PL,CHICAGO,IL,60611,42,w_42_p_32,18,Retail Food Establishment,"(41.8990309819517, -87.62819227491326)",3.926027397,0,0,0,0,0,0,0,0,0,0,1,1,1,unknown,27.08947553,17.19032976,11.13455335,53.53692783,0,0
TORTERIA LAS FUTBOLERAS,598548,1578487,Restaurant,Risk 1 (High),04/01/2012,Canvass,0,0.309589041,16/12/2011,15/12/2013,2152 W CERMAK RD,CHICAGO,IL,60608,25,w_25_p_8,12,Retail Food Establishment,"(41.85221316094893, -87.68039534069054)",4.884931507,0,0,0,0,0,0,0,0,0,0,1,1,1,unknown,17.32080064,16.82628252,39.00320518,11.09809427,0,0
THE ORIGINAL SALLY'S PANCAKE HOUSE,1360227,2098288,Restaurant,Risk 1 (High),13/08/2013,Canvass,0,1.087671233,16/07/2013,15/07/2015,5454 N HARLEM AVE 1ST,CHICAGO,IL,60656,41,w_41_p_45,16,Retail Food Establishment,"(41.979836274250594, -87.8071274172471)",2.106849315,0,0,0,0,0,0,0,0,0,0,1,1,1,breakfast,3.852548041,23.54585053,28.51509493,17.7295085,1,1
